code,time,time_raw,index,price,volume,turnover,bsflag,ask_order,bid_order,biz_index,recv_time
000931.SZ,09:30:00.030,93000030,642597,5.07,100,0.0507,S,642596,489806,0,18:03:26.981
000931.SZ,09:30:00.030,93000030,644728,5.08,2900,1.4732,B,318582,644727,0,18:03:26.981
000931.SZ,09:30:00.030,93000030,644729,5.1,200,0.102,B,288004,644727,0,18:03:26.981
000931.SZ,09:30:00.030,93000030,644730,5.1,400,0.204,B,518674,644727,0,18:03:26.981
000931.SZ,09:30:00.030,93000030,644731,5.11,3600,1.8396,B,441553,644727,0,18:03:26.981
000931.SZ,09:30:00.060,93000060,658950,5.07,1800,0.9126,S,658949,489806,0,18:03:27.311
000931.SZ,09:30:00.060,93000060,658951,5.07,100,0.0507,S,658949,543290,0,18:03:27.311
000931.SZ,09:30:00.060,93000060,658952,5.07,300,0.1521,S,658949,655465,0,18:03:27.311
000931.SZ,09:30:00.070,93000070,665006,0.0,2400,0.0,?,8220,0,0,18:03:27.311
000931.SZ,09:30:00.120,93000120,692622,5.07,100,0.0507,S,692621,655465,0,18:03:27.857
000931.SZ,09:30:00.120,93000120,693534,5.07,100,0.0507,S,693533,655465,0,18:03:27.857
000931.SZ,09:30:00.140,93000140,704103,0.0,2000,0.0,?,0,704063,0,18:03:27.955
000931.SZ,09:30:00.210,93000210,737281,5.07,300,0.1521,S,737280,655465,0,18:03:28.503
000931.SZ,09:30:00.270,93000270,763426,5.08,500,0.254,S,763425,749373,0,18:03:28.864
000931.SZ,09:30:00.380,93000380,797573,5.1,700,0.357,B,785420,797572,0,18:03:29.320
000931.SZ,09:30:00.650,93000650,839546,5.1,500,0.255,B,785420,839545,0,18:03:29.989
000931.SZ,09:30:00.650,93000650,839554,5.1,100,0.051,B,785420,839553,0,18:03:29.989
000931.SZ,09:30:00.710,93000710,851209,5.08,5600,2.8448,S,851208,749373,0,18:03:30.131
000931.SZ,09:30:00.710,93000710,851210,5.08,3200,1.6256,S,851208,749450,0,18:03:30.131
000931.SZ,09:30:00.840,93000840,871871,5.08,200,0.1016,S,871870,749450,0,18:03:30.380
000931.SZ,09:30:00.930,93000930,886241,5.1,1100,0.561,B,785420,886240,0,18:03:30.679
000931.SZ,09:30:01.200,93001200,922283,5.1,700,0.357,B,785420,922282,0,18:03:31.259
000931.SZ,09:30:01.200,93001200,922284,5.1,300,0.153,B,794363,922282,0,18:03:31.259
000931.SZ,09:30:01.200,93001200,922285,5.1,200,0.102,B,796283,922282,0,18:03:31.259
000931.SZ,09:30:01.200,93001200,922606,5.1,300,0.153,B,796283,922605,0,18:03:31.259
000931.SZ,09:30:01.200,93001200,922607,5.1,800,0.408,B,796337,922605,0,18:03:31.259
000931.SZ,09:30:01.210,93001210,922667,5.1,200,0.102,B,796337,922666,0,18:03:31.259
000931.SZ,09:30:01.210,93001210,922668,5.1,1000,0.51,B,813158,922666,0,18:03:31.259
000931.SZ,09:30:02.370,93002370,1035283,5.09,100,0.0509,B,1014241,1035282,0,18:03:33.317
000931.SZ,09:30:02.640,93002640,1051357,0.0,2200,0.0,?,0,749653,0,18:03:33.568
000931.SZ,09:30:02.640,93002640,1051568,0.0,3700,0.0,?,0,749450,0,18:03:33.568
000931.SZ,09:30:03.250,93003250,1094243,5.08,500,0.254,S,1094242,763582,0,18:03:34.299
000931.SZ,09:30:03.250,93003250,1094244,5.08,800,0.4064,S,1094242,897451,0,18:03:34.299
000931.SZ,09:30:03.250,93003250,1094266,5.08,100,0.0508,S,1094265,897451,0,18:03:34.299
000931.SZ,09:30:03.250,93003250,1094267,5.08,500,0.254,S,1094265,995599,0,18:03:34.299
000931.SZ,09:30:03.250,93003250,1094268,5.08,800,0.4064,S,1094265,1039883,0,18:03:34.299
000931.SZ,09:30:03.290,93003290,1097504,5.08,100,0.0508,B,1094418,1097503,0,18:03:34.299
000931.SZ,09:30:03.340,93003340,1101412,5.07,100,0.0507,S,1101411,655465,0,18:03:34.438
000931.SZ,09:30:03.340,93003340,1101413,5.07,100,0.0507,S,1101411,658127,0,18:03:34.438
000931.SZ,09:30:03.370,93003370,1104730,5.08,800,0.4064,B,1094418,1104729,0,18:03:34.438
000931.SZ,09:30:03.370,93003370,1105227,5.08,100,0.0508,B,1094418,1105226,0,18:03:34.438
000931.SZ,09:30:03.590,93003590,1119330,5.08,100,0.0508,B,1094418,1119329,0,18:03:34.643
000931.SZ,09:30:03.810,93003810,1133112,5.08,100,0.0508,B,1094418,1133111,0,18:03:34.918
000931.SZ,09:30:03.850,93003850,1134993,5.08,100,0.0508,B,1094418,1134992,0,18:03:34.918
000931.SZ,09:30:03.850,93003850,1134994,5.08,700,0.3556,B,1095125,1134992,0,18:03:34.918
000931.SZ,09:30:03.850,93003850,1134995,5.08,100,0.0508,B,1098646,1134992,0,18:03:34.918
000931.SZ,09:30:03.850,93003850,1135055,5.08,600,0.3048,B,1098646,1135054,0,18:03:34.918
000931.SZ,09:30:04.920,93004920,1192803,5.08,1200,0.6096,S,1192802,1135054,0,18:03:35.835
000931.SZ,09:30:04.920,93004920,1192804,5.08,100,0.0508,S,1192802,1158155,0,18:03:35.835
000931.SZ,09:30:05.670,93005670,1217815,0.0,2000,0.0,?,831306,0,0,18:03:36.310
000931.SZ,09:30:05.680,93005680,1218048,0.0,1400,0.0,?,1192802,0,0,18:03:36.310
000931.SZ,09:30:05.700,93005700,1218383,5.09,100,0.0509,B,1014241,1218382,0,18:03:36.310
000931.SZ,09:30:05.700,93005700,1218440,5.09,100,0.0509,B,1014241,1218439,0,18:03:36.310
000931.SZ,09:30:05.710,93005710,1218586,5.09,100,0.0509,B,1014241,1218585,0,18:03:36.310
000931.SZ,09:30:05.710,93005710,1218657,0.0,300,0.0,?,1111456,0,0,18:03:36.310
000931.SZ,09:30:05.740,93005740,1219245,0.0,100,0.0,?,0,802730,0,18:03:36.310
000931.SZ,09:30:06.100,93006100,1230494,0.0,300,0.0,?,0,1075469,0,18:03:36.450
000931.SZ,09:30:06.250,93006250,1235415,5.09,100,0.0509,B,1014241,1235414,0,18:03:36.574
000931.SZ,09:30:06.300,93006300,1238653,0.0,200,0.0,?,0,1086675,0,18:03:36.574
000931.SZ,09:30:06.430,93006430,1245773,0.0,300,0.0,?,0,1037754,0,18:03:36.701
000931.SZ,09:30:06.480,93006480,1247918,5.09,100,0.0509,B,1014241,1247917,0,18:03:36.701
000931.SZ,09:30:06.610,93006610,1252293,0.0,500,0.0,?,1222023,0,0,18:03:36.828
000931.SZ,09:30:06.830,93006830,1260958,0.0,2000,0.0,?,982237,0,0,18:03:36.961
000931.SZ,09:30:07.160,93007160,1268253,5.09,100,0.0509,B,1014241,1268252,0,18:03:37.071
000931.SZ,09:30:07.370,93007370,1274794,5.09,100,0.0509,B,1014241,1274793,0,18:03:37.198
000931.SZ,09:30:07.590,93007590,1285034,5.08,100,0.0508,S,1285033,1236655,0,18:03:37.322
000931.SZ,09:30:07.590,93007590,1285035,5.08,800,0.4064,S,1285033,1236670,0,18:03:37.322
000931.SZ,09:30:07.590,93007590,1285036,5.08,1100,0.5588,S,1285033,1236673,0,18:03:37.322
000931.SZ,09:30:08.300,93008300,1304020,5.09,100,0.0509,B,1014241,1304019,0,18:03:37.657
000931.SZ,09:30:08.670,93008670,1311257,0.0,700,0.0,?,0,1035195,0,18:03:37.763
000931.SZ,09:30:08.890,93008890,1315621,5.09,100,0.0509,B,1014241,1315620,0,18:03:37.860
000931.SZ,09:30:09.070,93009070,1317968,5.09,100,0.0509,B,1014241,1317967,0,18:03:37.860
000931.SZ,09:30:09.200,93009200,1322026,5.08,300,0.1524,S,1322025,1236673,0,18:03:37.860
000931.SZ,09:30:09.200,93009200,1322035,5.08,100,0.0508,S,1322034,1313373,0,18:03:37.860
000931.SZ,09:30:09.200,93009200,1322086,5.08,100,0.0508,S,1322085,1313373,0,18:03:37.860
000931.SZ,09:30:09.200,93009200,1322180,0.0,3700,0.0,?,982404,0,0,18:03:37.860
000931.SZ,09:30:09.220,93009220,1322834,0.0,400,0.0,?,969998,0,0,18:03:37.962
000931.SZ,09:30:09.250,93009250,1323277,0.0,1100,0.0,?,1011405,0,0,18:03:37.962
000931.SZ,09:30:09.280,93009280,1323689,0.0,800,0.0,?,1139616,0,0,18:03:37.962
000931.SZ,09:30:09.370,93009370,1325803,0.0,300,0.0,?,0,1035255,0,18:03:37.962
000931.SZ,09:30:09.800,93009800,1338473,0.0,400,0.0,?,0,1267355,0,18:03:38.232
000931.SZ,09:30:10.100,93010100,1343100,5.08,100,0.0508,B,1322132,1343099,0,18:03:38.232
000931.SZ,09:30:10.100,93010100,1343101,5.08,400,0.2032,B,1323269,1343099,0,18:03:38.232
000931.SZ,09:30:10.260,93010260,1346602,0.0,500,0.0,?,1323638,0,0,18:03:38.354
000931.SZ,09:30:10.290,93010290,1347209,5.08,100,0.0508,B,1324069,1347208,0,18:03:38.354
000931.SZ,09:30:10.480,93010480,1354249,5.09,100,0.0509,B,1014241,1354248,0,18:03:38.512
000931.SZ,09:30:10.760,93010760,1363444,5.09,100,0.0509,B,1014241,1363443,0,18:03:38.669
000931.SZ,09:30:11.280,93011280,1372920,5.08,2500,1.27,S,1372919,1347208,0,18:03:38.793
000931.SZ,09:30:11.280,93011280,1372921,5.07,900,0.4563,S,1372919,660618,0,18:03:38.793
000931.SZ,09:30:11.280,93011280,1372922,5.07,1100,0.5577,S,1372919,669444,0,18:03:38.793
000931.SZ,09:30:11.280,93011280,1372923,5.07,700,0.3549,S,1372919,682806,0,18:03:38.793
000931.SZ,09:30:11.280,93011280,1372924,5.07,2000,1.014,S,1372919,714396,0,18:03:38.793
000931.SZ,09:30:11.280,93011280,1372925,5.07,200,0.1014,S,1372919,747850,0,18:03:38.793
000931.SZ,09:30:11.280,93011280,1372926,5.07,400,0.2028,S,1372919,766401,0,18:03:38.793
000931.SZ,09:30:11.280,93011280,1372927,5.07,700,0.3549,S,1372919,786989,0,18:03:38.793
